"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-07",100.6178,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-08",100.7884,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-09",101.0251,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-10",101.2727,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-11",101.5093,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-12",101.7245,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-01",101.9071,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-02",102.056,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-03",102.1579,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-04",102.1996,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-05",102.2269,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-06",102.3027,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-07",102.4803,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-08",102.7266,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-09",103.0031,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-10",103.2758,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-11",103.4972,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2004-12",103.5902,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-01",103.4846,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-02",103.2815,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-03",103.101,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-04",103.0283,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-05",103.0366,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-06",103.0923,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-07",103.1782,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-08",103.2709,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-09",103.3506,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-10",103.4056,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-11",103.4485,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2005-12",103.4941,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-01",103.5479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-02",103.5933,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-03",103.602,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-04",103.5524,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-05",103.4862,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-06",103.4606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-07",103.5186,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-08",103.6175,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-09",103.7001,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-10",103.7242,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-11",103.7091,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2006-12",103.6787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-01",103.6451,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-02",103.6062,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-03",103.5476,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-04",103.449,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-05",103.3109,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-06",103.1242,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.8798,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-08",102.6265,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-09",102.4262,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-10",102.3169,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-11",102.2241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2007-12",102.0376,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-01",101.6722,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-02",101.222,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-03",100.8111,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-04",100.5286,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-05",100.3252,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.1342,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-07",99.91454,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-08",99.6809,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-09",99.46565,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-10",99.29533,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-11",99.14833,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2008-12",98.99664,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-01",98.82404,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-02",98.64919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-03",98.50504,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-04",98.42078,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-05",98.37281,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-06",98.33685,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-07",98.30379,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-08",98.2834,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-09",98.30527,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-10",98.40703,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-11",98.58022,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2009-12",98.8295,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-01",99.16029,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-02",99.49043,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-03",99.70541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-04",99.71439,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-05",99.62138,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-06",99.55528,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-07",99.6021,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-08",99.71013,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-09",99.80401,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-10",99.83758,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-11",99.86088,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2010-12",99.95441,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-01",100.1736,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-02",100.4234,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-03",100.5601,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-04",100.4643,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-05",100.2252,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-06",99.94711,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-07",99.69891,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-08",99.50261,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-09",99.38848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-10",99.39826,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-11",99.50624,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2011-12",99.70605,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.99915,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-02",100.2916,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.4548,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.3873,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-05",100.2049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-06",100.0513,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-07",100.023,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-08",100.0653,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-09",100.0975,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-10",100.0664,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-11",100.0115,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2012-12",99.99901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-01",100.0803,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-02",100.2081,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-03",100.3158,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3507,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3269,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-06",100.2589,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1526,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-08",100.0412,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.96293,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.94392,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.94748,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.92538,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-01",99.8465,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-02",99.75108,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-03",99.7009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-04",99.74596,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.846,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.95415,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0456,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-08",100.138,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-09",100.2647,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-10",100.4464,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-11",100.629,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2014-12",100.7267,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-01",100.6654,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5095,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-03",100.3303,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-04",100.1693,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-05",100.0238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-06",99.87955,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-07",99.72756,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-08",99.57935,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-09",99.45827,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-10",99.38676,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-11",99.34654,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2015-12",99.31799,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-01",99.28817,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-02",99.24718,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-03",99.18584,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-04",99.10443,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-05",99.04196,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-06",99.06098,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-07",99.21352,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-08",99.42557,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-09",99.60197,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.6717,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-11",99.66896,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2016-12",99.63123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-01",99.5698,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-02",99.47541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-03",99.31525,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-04",99.06301,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-05",98.79472,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-06",98.61922,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-07",98.62466,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-08",98.73226,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-09",98.8518,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-10",98.9348,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-11",99.01594,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2017-12",99.16219,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-01",99.42388,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-02",99.7206,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-03",99.93344,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-04",99.96225,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-05",99.86669,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-06",99.70873,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-07",99.51951,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-08",99.3286,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-09",99.16015,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-10",99.03075,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-11",98.92487,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.82761,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-01",98.73422,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.65067,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.59062,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.56241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.53257,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.45405,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.29603,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-08",98.1225,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.02499,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.07088,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.17573,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2019-12",98.21818,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-01",98.09606,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-02",97.84477,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-03",97.50201,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-04",97.10168,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-05",96.75917,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-06",96.65349,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-07",96.95141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-08",97.49492,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-09",98.11462,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-10",98.69756,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.17887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.47366,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.51048,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.4514,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.49429,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-04",99.771,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-05",100.1436,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-06",100.4104,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-07",100.4157,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-08",100.2662,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-09",100.0998,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-10",100.0104,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-11",99.98877,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2021-12",100.0122,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-01",100.0657,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-02",100.1192,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-03",100.1376,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-04",100.0923,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-05",100.0067,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-06",99.90543,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-07",99.80283,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-08",99.70817,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-09",99.63155,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-10",99.58207,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-11",99.54789,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2022-12",99.51355,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-01",99.46198,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.37666,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.22884,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.99848,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-05",98.75777,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-06",98.61189,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-07",98.65009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-08",98.80206,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2023-09",98.99274,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1992-09",93.8143785129016,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1992-10",95.8861168548923,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.376805744434,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1992-12",98.4864638236464,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-01",99.3513332046338,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-02",99.478606922122,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-03",99.2182295572855,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-04",98.8347466211697,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-05",98.2333771710716,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.770051600317,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.6124937167583,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.1659143293417,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-09",96.0844652442212,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-10",94.4157897119564,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-11",92.9770618301012,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1993-12",91.9906645388564,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-01",91.293927818705,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-02",90.921090271601,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-03",90.8642346646008,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-04",90.9871739232423,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-05",91.4692004682557,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-06",92.2405708603868,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-07",93.3060931724332,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-08",94.9162922658596,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-09",96.4659766387264,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-10",97.2658518462644,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-11",97.3883361834025,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1994-12",97.2971185135671,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-01",97.0746672868706,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-02",96.7403654075231,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-03",96.5171990398782,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-04",96.3235699289644,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-05",96.2348311027914,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-06",96.4232030010808,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-07",96.8569402057314,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-08",97.0547775055404,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-09",96.5298038048767,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-10",95.6941607409806,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-11",94.9413765391596,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1995-12",94.5828130501411,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-01",94.4708550039293,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-02",94.6563537131798,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-03",94.9008144776656,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-04",95.1836418855525,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-05",95.5278203990511,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-06",95.81736223843,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-07",96.0882764741185,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-08",96.17312516428,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-09",96.0902147652667,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-10",96.0992391465096,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-11",96.4886380739197,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1996-12",97.0714094807533,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-01",97.5741640127397,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-02",98.0949476976941,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-03",98.4467542616921,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-04",98.7508276702532,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-05",98.8882271447895,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-06",98.9764963650236,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.1727893415214,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.4750299103692,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.62605394161,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.460951579988,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-11",99.1335909951918,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.8991262865743,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.7089867239849,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.52919536987,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.2194727360479,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-04",97.8607828225535,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-05",97.6213086290486,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-06",97.1091984388875,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-07",96.6523402723168,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-08",96.4725346269398,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-09",96.4733800806178,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.3014747111909,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-11",98.4716091735766,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1998-12",99.2507746678597,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-01",99.7164548277862,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-02",100.154733344076,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-03",100.682358610355,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-04",101.178523901302,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-05",101.719888217501,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-06",102.072743729352,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-07",102.226855327483,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-08",102.27788204622,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-09",102.288239991866,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-10",102.319807839236,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-11",102.488642172044,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","1999-12",102.549933781128,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-01",102.36101306755,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-02",102.032420483828,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-03",101.839333711049,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-04",101.712303629658,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-05",101.955899598281,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-06",102.304350659879,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-07",102.548967264403,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-08",102.76406283757,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-09",102.907159131473,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-10",102.917617602534,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-11",102.763260735246,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2000-12",102.344189249019,
"RUS","BCI","AMPLITUD","LTRENDIDX","M","2001-01",101.769307809731,
